,RM1,RM2,RM3,RM4,RM5,RM6,RM7
ASV_241032,0,0,0,0,0,0,0
ASV_170998,0,0,0,0,0,0,0
ASV_215549,0,0,0,0,0,0,0
ASV_50634,0,0,0,0,0,0,0
ASV_223958,0,0,0,0,0,0,0
ASV_241167,0,0,0,0,0,0,0
ASV_139254,0,0,0,0,0,0,0
ASV_71841,0,0,0,0,0,0,0
ASV_158905,0,0,0,0,0,0,0
ASV_55030,0,0,0,0,0,0,0
ASV_140439,0,0,0,0,0,0,0
ASV_84873,0,0,0,0,0,0,0
ASV_3271,0,0,0,0,0,0,0
ASV_44629,0,0,0,0,0,0,0
ASV_233792,0,0,0,0,0,0,0
ASV_228309,0,0,0,0,0,0,0
ASV_16126,0,0,0,0,0,0,0
ASV_51277,0,0,0,0,0,0,0
ASV_95378,0,0,0,0,0,0,0
ASV_148392,0,0,0,0,0,0,0
ASV_143185,0,0,0,0,0,0,0
ASV_251485,0,0,0,0,0,0,0
ASV_167243,0,0,0,0,0,0,0
ASV_96710,0,0,0,0,0,0,0
ASV_89389,0,0,0,0,0,0,0
ASV_229567,0,0,0,0,0,0,0
ASV_232251,0,0,0,0,0,0,0
ASV_53842,0,0,0,0,0,0,0
ASV_17755,0,0,0,0,0,0,0
ASV_10428,0,0,0,0,0,0,0
ASV_17428,0,0,0,0,0,0,0
ASV_29918,0,0,0,0,0,0,0
ASV_248855,0,0,0,0,0,0,0
ASV_21446,0,0,0,0,0,0,0
ASV_45128,0,0,0,0,0,0,0
ASV_197247,0,0,0,0,0,0,0
ASV_86069,0,0,0,0,0,0,0
ASV_136090,0,0,0,0,0,0,0
ASV_118123,0,0,0,0,0,0,0
ASV_4819,0,0,0,0,0,0,0
ASV_167672,0,0,0,0,0,0,0
ASV_143338,0,0,0,0,0,0,0
ASV_3397,0,0,0,0,0,0,0
ASV_33361,0,0,0,0,0,0,0
ASV_1642,0,0,0,0,0,0,0
ASV_71826,0,0,0,0,0,0,0
ASV_120973,0,0,0,0,0,0,0
ASV_199419,0,0,0,0,0,0,0
ASV_185094,0,0,0,0,0,0,0
ASV_184868,0,0,0,0,0,0,0
ASV_88477,0,0,0,0,0,0,0
ASV_173109,0,0,0,0,0,0,0
ASV_61463,0,0,0,0,0,0,0
ASV_147499,0,0,0,0,0,0,0
ASV_99929,0,0,0,0,0,0,0
ASV_100628,0,0,0,0,0,0,0
ASV_101012,0,0,0,0,0,0,0
ASV_153638,0,0,0,0,0,0,0
ASV_61128,0,0,0,0,0,0,0
ASV_25658,0,0,0,0,0,0,0
ASV_41885,0,0,0,0,0,0,0
ASV_229634,0,0,0,0,0,0,0
ASV_8945,0,0,0,0,0,0,0
ASV_95004,0,0,0,0,0,0,0
ASV_81186,0,0,0,0,0,0,0
ASV_123556,0,0,0,0,0,0,0
ASV_246610,0,0,0,0,0,0,0
ASV_95136,0,0,0,0,0,0,0
ASV_36565,0,0,0,0,0,0,0
ASV_188846,0,0,0,0,0,0,0
ASV_8069,0,0,0,0,0,0,0
ASV_132460,0,0,0,0,0,0,0
ASV_146148,0,0,0,0,0,0,0
ASV_168519,0,0,0,0,0,0,0
ASV_69476,0,0,0,0,0,0,0
ASV_209283,0,0,0,0,0,0,0
ASV_62974,0,0,0,0,0,0,0
ASV_70967,0,0,0,0,0,0,0
ASV_100421,0,3.19E-05,0,0,0,0,0
ASV_214525,0,0,0,0,0,0,0
ASV_226950,0,3.19E-05,0,0,0,0,0
ASV_55539,0,0,0,0,0,0,0
ASV_230077,0,0,0,0,0,0,0
ASV_2319,0,0,0,0,0,0,0
ASV_64259,0,0,0,0,0,0,0
ASV_164319,0,0,0,0,0,0,0
ASV_198619,0,0,0,0,0,0,0
ASV_232631,0,0,0,0,0,0,0
ASV_116132,0,0,0,0,0,0,0
ASV_250726,0,0,0,0,0,0,0
ASV_205933,0,0,0,0,0,0,0
ASV_42076,0,0,0,0,0,0,0
ASV_137257,0,0,0,0,0,0,0
ASV_231081,0,0,0,0,0,0,0
ASV_34194,0,0,0,0,0,0,0
ASV_2447,0,0,0,0,0,0,0
ASV_160746,0,0,0,0,0,0,0
ASV_148572,0,0,0,0,0,0,0
ASV_55846,0,0,0,0,0,0,0
ASV_43286,0,0,0,0,0,0,0
ASV_69256,0,0,0,0,0,0,0
ASV_121052,0,0,0,0,0,0,0
ASV_229471,0,0,0,0,0,0,0
ASV_19983,0,0,0,0,0,0,0
ASV_141081,0,0,0,0,0,0,0
ASV_48393,0,0,0,0,0,0,0
ASV_245378,0,0,0,0,0,0,0
ASV_142714,0,0,0,0,0,0,0
ASV_136818,0,0,0,0,0,0,0
ASV_116090,0,0,0,0,0,0,0
ASV_64800,0,0,0,0,0,0,0
ASV_240165,0,0,0,0,0,0,0
ASV_155243,0,0,0,0,0,0,0
ASV_159776,0,0,0,0,0,0,0
ASV_64376,0,0,0,0,0,0,0
ASV_168071,0,0,0,0,0,0,0
ASV_123782,0,0,0,0,0,0,0
ASV_80185,0,0,0,0,0,0,0
ASV_183733,0,0,0,0,0,0,0
ASV_227924,0,0,0,0,0,0,0
ASV_85397,0,0,0,0,0,0,0
ASV_38090,0,0,0,0,0,0,0
ASV_205939,0,0,0,0,0,0,0
ASV_63045,0,0,0,0,0,0,0
ASV_91898,0,0,0,0,0,0,0
ASV_98273,0,0,0,0,0,0,0
ASV_126792,0,0,0,0,0,0,0
ASV_87112,0,0,0,0,0,0,0
ASV_136632,0,0,0,0,0,0,0
ASV_25786,0,0,0,0,0,0,0
ASV_110623,0,0,0,0,0,0,0
ASV_121211,0,0,0,0,0,0,0
ASV_249847,0,0,0,0,0,0,0
ASV_215294,0,0,0,0,0,0,0
ASV_220713,0,0,0,0,0,0,0
ASV_68417,0,0,0,0,0,0,0
ASV_163045,0,0,0,0,0,0,0
ASV_239092,0,0,0,0,0,0,0
ASV_53535,0,0,0,0,0,0,0
ASV_93241,0,0,0,0,0,0,0
ASV_243921,0,0,0,0,0,0,0
ASV_167945,0,0,0,0,0,0,0
ASV_40556,0,0,0,0,0,0,0
ASV_158442,0,0,0,0,0,0,0
ASV_103220,0,0,0,0,0,0,0
ASV_125372,0,0,0,0,0,0,0
ASV_170932,0,0,0,0,0,0,0
ASV_90804,0,0,0,0,0,0,0
ASV_219201,0,0,0,0,0,0,0
ASV_220285,0,0,0,0,0,0,0
ASV_165169,0,0,0,0,0,0,0
ASV_226764,0,0,0,0,0,0,0
ASV_189999,0,0,0,0,0,0,0
ASV_222319,0,0,0,0,0,0,0
ASV_103565,0,0,0,0,0,0,0
ASV_32150,0,0,0,0,0,0,0
ASV_231477,0,0,0,0,0,0,0
ASV_225485,0,0,0,0,0,0,0
ASV_203349,0,0,0,0,0,0,0
ASV_100644,0,0,0,0,0,0,0
ASV_147550,0,0,0,0,0,0,0
ASV_81107,0,0,0,0,0,0,0
ASV_39350,0,0,0,0,0,0,0
ASV_74908,0,0,0,0,0,0,0
ASV_109102,0,0,0,0,0,0,0
ASV_160910,0,0,0,0,0,0,0
ASV_114518,0,0,0,0,0,0,0
ASV_91495,0,0,0,0,0,0,0
ASV_147334,0,0,0,0,0,0,0
ASV_33394,0,0,0,0,0,0,0
ASV_156579,0,0,0,0,0,0,0
ASV_93897,0,0,0,0,0,0,0
ASV_166811,0,0,0,0,0,0,0
ASV_99992,0,0,0,0,0,0,0
ASV_190320,0,0,0,0,0,0,0
ASV_167413,0,0,0,0,0,0,0
ASV_19783,0,0,0,0,0,0,0
ASV_36614,0,0,0,0,0,0,0
ASV_17361,0,0,0,0,0,0,0
ASV_130297,0,0,0,0,0,0,0
ASV_188412,0,0,0,0,0,0,0
ASV_241319,0,0,0,0,0,0,0
ASV_18774,0,0,0,0,0,0,0
ASV_2207,0,0,0,0,0,0,0
ASV_36294,0,0,0,0,0,0,0
ASV_55968,0,0,0,0,0,0,0
ASV_49665,0,0,0,0,0,0,0
ASV_102908,0,0,0,0,0,0,0
ASV_177395,0,0,0,0,0,0,0
ASV_381,0,0,0,0,0,0,0
ASV_157177,0,0,0,0,0,0,0
ASV_94143,0,0,0,0,0,0,0
ASV_100064,0,0,0,0,0,0,0
ASV_1933,0,0,0,0,0,0,0
ASV_179724,0,0,0,0,0,0,0
ASV_215543,0,0,0,0,0,0,0
ASV_144218,0,0,0,0,0,0,0
ASV_102113,0,0,0,0,0,0,0
ASV_167168,0,0,0,0,0,0,0
ASV_152866,0,0,0,0,0,0,0
ASV_9886,0,0,0,0,0,0,0
ASV_8339,0,0,0,0,0,0,0
ASV_182881,0,0,0,0,0,0,0
ASV_119131,0,0,0,0,0,0,0
ASV_67557,0,0,0,0,0,0,0
ASV_169765,0,0,0,0,0,0,0
ASV_74183,0,0,0,0,0,0,0
ASV_71012,0,0,0,0,0,0,0
ASV_15843,0,0,0,0,0,0,0
ASV_204286,0,0,0,0,0,0,0
ASV_26281,0,0,0,0,0,0,0
ASV_25742,0,0,0,0,0,0,0
ASV_133048,0,0,0,0,0,0,0
ASV_149523,0,0,0,0,0,0,0
ASV_62719,0,0,0,0,0,0,0
ASV_181564,0,0,0,0,0,0,0
ASV_104576,0,0,0,0,0,0,0
ASV_236070,0,0,0,0,0,0,0
ASV_202343,0,0,0,0,0,0,0
ASV_26735,0,0,0,0,0,0,0
ASV_109118,0,0,0,0,0,0,0
ASV_205975,0,0,0,0,0,0,0
ASV_229968,0,0,0,0,0,0,0
ASV_217507,0,0,0,0,0,0,0
ASV_162356,0,0,0,0,0,0,0
ASV_60004,0,0,0,0,0,0,0
ASV_216659,0,0,0,0,0,0,0
ASV_70032,0,0,0,0,0,0,0
ASV_37308,0,0,0,0,0,0,0
ASV_191627,0,0,0,0,0,0,0
ASV_89405,0,0,0,0,0,0,0
ASV_40145,0,0,0,0,0,0,0
ASV_68130,0,0,0,0,0,0,0
ASV_123489,0,0,0,0,0,0,0
ASV_193254,0,0,0,0,0,0,0
ASV_190852,0,0,0,0,0,0,0
ASV_11324,0,0,0,0,0,0,0
ASV_215576,0,0,0,0,0,0,0
ASV_240446,0,0,0,0,0,0,0
ASV_75442,0,0,0,0,0,0,0
ASV_241505,0,0,0,0,0,0,0
ASV_59901,0,0,0,0,0,0,0
ASV_166691,0,0,0,0,0,0,0
ASV_7493,0,0,0,0,0,0,0
ASV_178887,0,0,0,0,0,0,0
ASV_200927,0,0,0,0,0,0,0
ASV_85574,0,0,0,0,0,0,0
ASV_41944,0,0,0,0,0,0,0
ASV_176219,0,0,0,0,0,0,0
ASV_40499,0,0,0,0,0,0,0
ASV_247856,0,0,0,0,0,0,0
ASV_224586,0,0,0,0,0,0,0
ASV_63929,0,0,0,0,0,0,0
ASV_29674,0,0,0,0,0,0,0
ASV_70608,0,0,0,0,0,0,0
ASV_78690,0,0,0,0,0,0,0
ASV_44496,0,0,0,0,0,0,0
ASV_235974,0,0,0,0,0,0,0
ASV_126415,0,0,0,0,0,0,0
ASV_232120,0,0,0,0,0,0,0
ASV_143384,0,0,0,0,0,0,0
ASV_49887,0,0,0,0,0,0,0
ASV_235538,0,0,0,0,0,0,0
ASV_191619,0,0,0,0,0,0,0
ASV_122820,0,0,0,0,0,0,0
ASV_78025,0,0,0,0,0,0,0
ASV_21709,0,0,0,0,0,0,0
ASV_91521,0,0,0,0,0,0,0
ASV_244654,0,0,0,0,0,0,0
ASV_148776,0,0,0,0,0,0,0
ASV_135673,0,0,0,0,0,0,0
ASV_114422,0,0,0,0,0,0,0
ASV_244327,0,0,0,0,0,0,0
ASV_87975,0,0,0,0,0,0,0
ASV_187451,0,0,0,0,0,0,0
ASV_25898,0,0,0,0,0,0,0
ASV_23563,0,0,0,0,0,0,0
ASV_131767,0,0,0,0,0,0,0
ASV_139734,0,0,0,0,0,0,0
ASV_91345,0,0,0,0,0,0,0
ASV_152344,0,0,0,0,0,0,0
ASV_80274,0,0,0,0,0,0,0
ASV_37446,0,0,0,0,0,0,0
ASV_213752,0,0,0,0,0,0,0
ASV_59894,0,0,0,0,0,0,0
ASV_49122,0,0,0,0,0,0,0
ASV_193034,0,0,0,0,0,0,0
ASV_158948,0,0,0,0,0,0,0
ASV_67476,0,0,0,0,0,0,0
ASV_109181,0,0,0,0,0,0,0
ASV_31958,0,0,0,0,0,0,0
ASV_22991,0,0,0,0,0,0,0
ASV_146728,0,0,0,0,0,0,0
ASV_1502,0,0,0,0,0,0,0
ASV_169652,0,0,0,0,0,0,0
ASV_244431,0,0,0,0,0,0,0
ASV_41370,0,0,0,0,0,0,0
ASV_240202,0,0,0,0,0,0,0
ASV_142254,0,0,0,0,0,0,0
ASV_26543,0,0,0,0,0,0,0
ASV_182656,0,0,0,0,0,0,0
ASV_96122,0,0,0,0,0,0,0
ASV_142784,0,0,0,0,0,0,0
ASV_200375,0,0,0,0,0,0,0
ASV_10199,0,0,0,0,0,0,0
ASV_110699,0,0,0,0,0,0,0
ASV_237487,0,0,0,0,0,0,0
ASV_39778,0,0,0,0,0,0,0
ASV_143207,0,0,0,0,0,0,0
ASV_48321,0,0,0,0,0,0,0
ASV_220552,0,0,0,0,0,0,0
ASV_22653,0,0,0,0,0,0,0
ASV_30073,0,0,0,0,0,0,0
ASV_36713,0,0,0,0,0,0,0
ASV_98599,0,0,0,0,0,0,0
ASV_164549,0,0,0,0,0,0,0
ASV_184380,0,0,0,0,0,0,0
ASV_181482,0,0,0,0,0,0,0
ASV_33095,0,0,0,0,0,0,0
ASV_147608,0,0,0,0,0,0,0
ASV_10717,0,0,0,0,0,0,0
ASV_59889,0,0,0,0,0,0,0
ASV_129446,0,0,0,0,0,0,0
ASV_13613,0,0,0,0,0,0,0
ASV_156216,0,0,0,0,0,0,0
ASV_176052,0,0,0,0,0,0,0
ASV_141668,0,0,0,0,0,0,0
ASV_2882,0,0,0,0,0,0,0
ASV_196847,0,0,0,0,0,0,0
ASV_236964,0,0,0,0,0,0,0
ASV_178765,0,0,0,0,0,0,0
ASV_16627,0,0,0,0,0,0,0
ASV_150604,0,0,0,0,0,0,0
ASV_30886,0,0,0,0,0,0,0
ASV_34696,0,0,0,0,0,0,0
ASV_176916,0,0,0,0,0,0,0
ASV_180492,0,0,0,0,0,0,0
ASV_248593,0,0,0,0,0,0,0
ASV_99541,0,0,0,0,0,0,0
ASV_129726,0,0,0,0,0,0,0
ASV_249664,0,0,0,0,0,0,0
ASV_244760,0,0,0,0,0,0,0
ASV_25777,0,0,0,0,0,0,0
ASV_234042,0,0,0,0,0,0,0
ASV_172134,0,0,0,0,0,0,0
ASV_197632,0,0,0,0,0,0,0
ASV_123675,0,0,0,0,0,0,0
ASV_81615,0,0,0,0,0,0,0
ASV_35236,0,0,0,0,0,0,0
ASV_44302,0,0,0,0,0,0,0
ASV_116678,0,0,0,0,0,0,0
ASV_193539,0,0,0,0,0,0,0
ASV_172011,0,0,0,0,0,0,0
ASV_100851,0,0,0,0,0,0,0
ASV_166234,0,0,0,0,0,0,0
ASV_99791,0,0,0,0,0,0,0
ASV_210843,0,0,0,0,0,0,0
ASV_39837,0,0,0,0,0,0,0
ASV_144378,0,0,0,0,0,0,0
ASV_166846,0,0,0,0,0,0,0
ASV_205554,0,0,0,0,0,0,0
ASV_19417,0,0,0,0,0,0,0
ASV_106289,0,0,0,0,0,0,0
ASV_173503,0,0,0,0,0,0,0
ASV_95767,0,0,0,0,0,0,0
ASV_127474,0,0,0,0,0,0,0
ASV_98880,0,0,0,0,0,0,0
ASV_12018,0,0,0,0,0,0,0
ASV_130199,0,0,0,0,0,0,0
ASV_228678,0,0,0,0,0,0,0
ASV_230154,0,0,0,0,0,0,0
ASV_100564,0,0,0,0,0,0,0
ASV_15568,0,0,0,0,0,0,0
ASV_79072,0,0,0,0,0,0,0
ASV_201835,0,0,0,0,0,0,0
ASV_100512,0,0,0,0,0,0,0
ASV_69791,0,0,0,0,0,0,0
ASV_17199,0,0,0,0,0,0,0
ASV_91974,0,0,0,0,0,0,0
ASV_117821,0,0,0,0,0,0,0
ASV_27021,0,0,0,0,0,0,0
ASV_167239,0,0,0,0,0,0,0
ASV_226104,0,0,0,0,0,0,0
ASV_156782,0,0,0,0,0,0,0
ASV_120596,0,0,0,0,0,0,0
ASV_82163,0,0,0,0,0,0,0
ASV_104969,0,0,0,0,0,0,0
ASV_247671,0,0,0,0,0,0,0
ASV_153062,0,0,0,0,0,0,0
ASV_37987,0,0,0,0,0,0,0
ASV_72723,0,0,0,0,0,0,0
ASV_182180,0,0,0,0,0,0,0
ASV_86972,0,0,0,0,0,0,0
ASV_165483,0,0,0,0,0,0,0
ASV_184132,0,0,0,0,0,0,0
ASV_15808,0,0,0,0,0,0,0
ASV_43715,0,0,0,0,0,0,0
ASV_108706,0,0,0,0,0,0,0
ASV_108590,0,0,0,0,0,0,0
ASV_54484,0,0,0,0,0,0,0
ASV_156378,0,0,0,0,0,0,0
ASV_217581,0,0,0,0,0,0,0
ASV_162343,0,0,0,0,0,0,0
ASV_94906,0,0,0,0,0,0,0
ASV_37363,0,0,0,0,0,0,0
ASV_9323,0,0,0,0,0,0,0
ASV_119230,0,0,0,0,0,0,0
ASV_140754,0,0,0,0,0,0,0
ASV_217886,0,0,0,0,0,0,0
ASV_173643,0,0,0,0,0,0,0
ASV_33640,0,0,0,0,0,0,0
ASV_220058,0,0,0,0,0,0,0
ASV_36196,0,0,0,0,0,0,0
ASV_155264,0,0,0,0,0,0,0
ASV_241250,0,0,0,0,0,0,0
ASV_106639,0,0,0,0,0,0,0
ASV_187696,0,0,0,0,0,0,0
ASV_54926,0,0,0,0,0,0,0
ASV_11691,0,0,0,0,0,0,0
ASV_110313,0,0,0,0,0,0,0
ASV_18355,0,0,0,0,0,0,0
ASV_22152,0,0,0,0,0,0,0
ASV_247228,0,0,0,0,0,0,0
ASV_178670,0,0,0,0,0,0,0
ASV_31256,0,0,0,0,0,0,0
ASV_134739,0,0,0,0,0,0,0
ASV_43020,0,0,0,0,0,0,0
ASV_195217,0,0,0,0,0,0,0
ASV_38507,0,0,0,0,0,0,0
ASV_84590,0,0,0,0,0,0,0
ASV_99564,0,0,0,0,0,0,0
ASV_146695,0,0,0,0,0,0,0
ASV_48567,0,0,0,0,0,0,0
ASV_185822,0,0,0,0,0,0,0
ASV_124399,0,0,0,0,0,0,0
ASV_65043,0,0,0,0,0,0,0
ASV_41636,0,0,0,0,0,0,0
ASV_43625,0,0,0,0,0,0,0
ASV_214813,0,0,0,0,0,0,0
ASV_15535,0,0,0,0,0,0,0
ASV_178635,0,0,0,0,0,0,0
ASV_62228,0,0,0,0,0,0,0
ASV_173184,0,0,0,0,0,0,0
ASV_200480,0,0,0,0,0,0,0
ASV_85027,0,0,0,0,0,0,0
ASV_96083,0,0,0,0,0,0,0
ASV_238901,0,0,0,0,0,0,0
ASV_127310,0,0,0,0,0,0,0
ASV_6306,0,0,0,0,0,0,0
ASV_55702,0,0,0,0,0,0,0
ASV_152573,0,0,0,0,0,0,0
ASV_169690,0,0,0,0,0,0,0
ASV_225624,0,0,0,0,0,0,0
ASV_165957,0,0,0,0,0,0,0
ASV_189322,0,0,0,0,0,0,0
ASV_179678,0,0,0,0,0,0,0
ASV_64237,0,0,0,0,0,0,0
ASV_13259,0,0,0,0,0,0,0
ASV_112975,0,0,0,0,0,0,0
ASV_58787,0,0,0,0,0,0,0
ASV_75013,0,0,0,0,0,0,0
ASV_53639,0,0,0,0,0,0,0
ASV_17333,0,0,0,0,0,0,0
ASV_38989,0,0,0,0,0,0,0
ASV_203625,0,0,0,0,0,0,0
ASV_88330,0,0,0,0,0,0,0
ASV_144257,0,0,0,0,0,0,0
ASV_65526,0,0,0,0,0,0,0
ASV_13584,0,0,0,0,0,0,0
ASV_15626,0,0,0,0,0,0,0
ASV_233189,0,0,0,0,0,0,0
ASV_21103,0,0,0,0,0,0,0
ASV_198022,0,0,0,0,0,0,0
ASV_47512,0,0,0,0,0,0,0
ASV_205233,0,0,0,0,0,0,0
ASV_124667,0,0,0,0,0,0,0
ASV_68994,0,0,0,0,0,0,0
ASV_37681,0,0,0,0,0,0,0
ASV_49904,0,0,0,0,0,0,0
ASV_193926,0,0,0,0,0,0,0
ASV_167616,0,0,0,0,0,0,0
ASV_104248,0,0,0,0,0,0,0
ASV_92469,0,0,0,0,0,0,0
ASV_11642,0,0,0,0,0,0,0
ASV_234112,0,0,0,0,0,0,0
ASV_30915,0,0,0,0,0,0,0
ASV_89444,0,0,0,0,0,0,0
ASV_15980,0,0,0,0,0,0,0
ASV_237392,0,0,0,0,0,0,0
ASV_115567,0,0,0,0,0,0,0
ASV_127077,0,0,0,0,0,0,0
ASV_74169,0,0,0,0,0,0,0
ASV_123860,0,0,0,0,0,0,0
ASV_128646,0,0,0,0,0,0,0
ASV_209968,0,0,0,0,0,0,0
ASV_1136,0,0,0,0,0,0,0
ASV_47149,0,0,0,0,0,0,0
ASV_47222,0,0,0,0,0,0,0
ASV_250113,0,0,0,0,0,0,0
ASV_76363,0,0,0,0,0,0,0
ASV_169455,0,0,0,0,0,0,0
ASV_59450,0,0,0,0,0,0,0
ASV_87801,0,0,0,0,0,0,0
ASV_104489,0,0,0,0,0,0,0
ASV_124310,0,0,0,0,0,0,0
ASV_187705,0,0,0,0,0,0,0
ASV_96598,0,0,0,0,0,0,0
ASV_155268,0,0,0,0,0,0,0
ASV_237887,0,0,0,0,0,0,0
ASV_112454,0,0,0,0,0,0,0
ASV_78189,0,0,0,0,0,0,0
ASV_33402,0,0,0,0,0,0,0
ASV_37013,0,0,0,0,0,0,0
ASV_26481,0,0,0,0,0,0,0
ASV_9356,0,0,0,0,0,0,0
ASV_212203,0,0,0,0,0,0,0
ASV_5274,0,0,0,0,0,0,0
ASV_4129,0,0,0,0,0,0,0
ASV_98721,0,0,0,0,0,0,0
ASV_192135,0,0,0,0,0,0,0
ASV_51190,0,0,0,0,0,0,0
ASV_120355,0,0,0,0,0,0,0
ASV_44371,0,0,0,0,0,0,0
ASV_181261,0,3.19E-05,0,0,0,0,0
ASV_10667,0,0,0,0,0,0,0
ASV_220381,0,0,0,0,0,0,0
ASV_98021,0,0,0,0,0,0,0
ASV_167973,0,0,0,0,0,0,0
ASV_154871,0,0,0,0,0,0,0
ASV_64143,0,0,0,0,0,0,0
ASV_162294,0,0,0,0,0,0,0
ASV_95303,0,0,0,0,0,0,0
ASV_452,0,0,0,0,0,0,0
ASV_45884,0,0,0,0,0,0,0
ASV_107458,0,0,0,0,0,0,0
ASV_155422,0,0,0,0,0,0,0
ASV_140857,0,0,0,0,0,0,0
ASV_30421,0,0,0,0,0,0,0
ASV_251582,0,0,0,0,0,0,0
ASV_225934,0,0,0,0,0,0,0
ASV_224149,0,0,0,0,0,0,0
ASV_132536,0,0,0,0,0,0,0
ASV_3108,0,0,0,0,0,0,0
ASV_32928,0,0,0,0,0,0,0
ASV_137631,0,0,0,0,0,0,0
ASV_197082,0,0,0,0,0,0,0
ASV_208466,0,0,0,0,0,0,0
ASV_136461,0,0,0,0,0,0,0
ASV_222715,0,0,0,0,0,0,0
ASV_69140,0,0,0,0,0,0,0
ASV_51443,0,0,0,0,0,0,0
ASV_160930,0,0,0,0,0,0,0
ASV_176481,0,0,0,0,0,0,0
ASV_204355,0,0,0,0,0,0,0
ASV_98180,0,0,0,0,0,0,0
ASV_35246,0,0,0,0,0,0,0
ASV_48325,0,0,0,0,0,0,0
ASV_64526,0,0,0,0,0,0,0
ASV_236866,0,0,0,0,0,0,0
ASV_97468,0,0,0,0,0,0,0
ASV_176546,0,0,0,0,0,0,0
ASV_26354,0,0,0,0,0,0,0
ASV_175328,0,0,0,0,0,0,0
ASV_189127,0,0,0,0,0,0,0
ASV_189251,0,0,0,0,0,0,0
ASV_224688,0,0,0,0,0,0,0
ASV_151541,0,0,0,0,0,0,0
ASV_158965,0,0,0,0,0,0,0
ASV_136573,0,0,0,0,0,0,0
ASV_40989,0,0,0,0,0,0,0
ASV_193313,0,0,0,0,0,0,0
ASV_180056,0,0,0,0,0,0,0
ASV_100873,0,0,0,0,0,0,0
ASV_169362,0,0,0,0,0,0,0
ASV_110256,0,0,0,0,0,0,0
ASV_22296,0,0,0,0,0,0,0
ASV_230515,0,0,0,0,0,0,0
ASV_79909,0,0,0,0,0,0,0
ASV_217453,0,0,0,0,0,0,0
ASV_88602,0,0,0,0,0,0,0
ASV_97905,0,0,0,0,0,0,0
ASV_19653,0,0,0,0,0,0,0
ASV_55064,0,0,0,0,0,0,0
ASV_226313,0,0,0,0,0,0,0
ASV_49708,0,0,0,0,0,0,0
ASV_79811,0,0,0,0,0,0,0
ASV_123665,0,0,0,0,0,0,0
ASV_205432,0,0,0,0,0,0,0
ASV_112973,0,0,0,0,0,0,0
ASV_145923,0,0,0,0,0,0,0
ASV_212735,0,0,0,0,0,0,0
ASV_247264,0,0,0,0,0,0,0
ASV_129549,0,0,0,0,0,0,0
ASV_85402,0,0,0,0,0,0,0
ASV_182052,0,0,0,0,0,0,0
ASV_110483,0,0,0,0,0,0,0
ASV_148007,0,0,0,0,0,0,0
ASV_151847,0,0,0,0,0,0,0
ASV_65387,0,0,0,0,0,0,0
ASV_245034,0,0,0,0,0,0,0
ASV_128210,0,0,0,0,0,0,0
ASV_216576,0,0,0,0,0,0,0
ASV_54265,0,0,0,0,0,0,0
ASV_184797,0,0,0,0,0,0,0
ASV_209605,0,0,0,0,0,0,0
ASV_160604,0,0,0,0,0,0,0
ASV_66349,0,0,0,0,0,0,0
ASV_134843,0,0,0,0,0,0,0
ASV_239263,0,0,0,0,0,0,0
ASV_182437,0,0,0,0,0,0,0
ASV_13662,0,0,0,0,0,0,0
ASV_121490,0,0,0,0,0,0,0
ASV_7156,0,0,0,0,0,0,0
ASV_23925,0,0,0,0,0,0,0
ASV_32625,0,0,0,0,0,0,0
ASV_49344,0,0,0,0,0,0,0
ASV_225520,0,0,0,0,0,0,0
ASV_68095,0,0,0,0,0,0,0
ASV_240742,0,0,0,0,0,0,0
ASV_130911,0,0,0,0,0,0,0
ASV_160256,0,0,0,0,0,0,0
ASV_159796,0,0,0,0,0,0,0
ASV_223847,0,0,0,0,0,0,0
ASV_187389,0,0,0,0,0,0,0
ASV_99170,0,0,0,0,0,0,0
ASV_45037,0,0,0,0,0,0,0
ASV_239132,0,0,0,0,0,0,0
ASV_236581,0,0,0,0,0,0,0
ASV_243082,0,0,0,0,0,0,0
ASV_28680,0,0,0,0,0,0,0
ASV_64257,0,0,0,0,0,0,0
ASV_117230,0,0,0,0,0,0,0
ASV_236576,0,0,0,0,0,0,0
ASV_11896,0,0,0,0,0,0,0
ASV_249468,0,0,0,0,0,0,0
ASV_139741,0,0,0,0,0,0,0
ASV_163138,0,0,0,0,0,0,0
ASV_136427,0,0,0,0,0,0,0
ASV_118333,0,0,0,0,0,0,0
ASV_37227,0,0,0,0,0,0,0
ASV_21763,0,0,0,0,0,0,0
ASV_250154,0,0,0,0,0,0,0
ASV_205018,0,0,0,0,0,0,0
ASV_224361,0,0,0,0,0,0,0
ASV_230683,0,0,0,0,0,0,0
ASV_185784,0,0,0,0,0,0,0
ASV_228508,0,0,0,0,0,0,0
ASV_87737,0,0,0,0,0,0,0
ASV_225099,0,0,0,0,0,0,0
ASV_145069,0,0,0,0,0,0,0
ASV_22486,0,0,0,0,0,0,0
ASV_218534,0,0,0,0,0,0,0
ASV_37087,0,0,0,0,0,0,0
ASV_6150,0,0,0,0,0,0,0
ASV_142042,0,0,0,0,0,0,0
ASV_35376,0,0,0,0,0,0,0
ASV_223316,0,0,0,0,0,0,0
ASV_232586,0,0,0,0,0,0,0
ASV_248224,0,0,0,0,0,0,0
ASV_195500,0,0,0,0,0,0,0
ASV_153919,0,0,0,0,0,0,0
ASV_98078,0,0,0,0,0,0,0
ASV_125343,0,0,0,0,0,0,0
ASV_71095,0,0,0,0,0,0,0
