,RM1,RM2,RM3,RM4,RM5,RM6,RM7
ASV_24973,0,3.19E-05,0,0,0,0,0
ASV_131236,0,3.19E-05,0,0,0,0,0
ASV_143549,0,3.19E-05,0,0,0,3.19E-05,0
ASV_46352,0,3.19E-05,0,0,0,0,0
ASV_76575,0,6.37E-05,0,0,0,0,0
ASV_71188,0,3.19E-05,3.19E-05,0,0,0,0
ASV_246684,0,3.19E-05,0,0,0,0,0
ASV_23263,0,3.19E-05,0,0,0,0,0
ASV_171117,0,3.19E-05,0,0,0,0,0
ASV_175756,0,6.37E-05,0,0,0,0,0
ASV_68400,0,0.000127458,0,0,0,0,0
ASV_35889,0,6.37E-05,0,0,0,0,0
ASV_81030,0,6.37E-05,0,0,0,0,0
ASV_111856,0,6.37E-05,0,0,0,0,0
ASV_57617,0,6.37E-05,0,0,0,0,0
ASV_124820,0,0,0,0,0,0,0
ASV_196424,0,3.19E-05,0,0,0,0,0
ASV_123748,0,3.19E-05,0,0,0,0,0
ASV_133941,0,0.000127458,0,0,0,0,0
ASV_249197,0,0.000127458,0,0,0,0,0
ASV_17125,0,3.19E-05,0,0,0,0,0
ASV_175879,0,3.19E-05,0,0,0,0,0
ASV_101276,0,3.19E-05,0,0,0,0,0
ASV_88007,0,0,0,0,0,0,3.19E-05
ASV_8144,0,3.19E-05,0,0,0,0,0
ASV_181925,0,3.19E-05,0,0,0,0,0
ASV_4775,0,3.19E-05,0,0,0,0,0
ASV_70301,0,6.37E-05,0,0,0,0,0
ASV_218001,0,0,3.19E-05,3.19E-05,0,0,0
ASV_69455,0,0,0,0,0,0,0
ASV_3491,0,9.56E-05,0,0,0,0,0
ASV_238164,0,0.000127458,0,0,0,0,0
ASV_23243,0,6.37E-05,0,0,0,0,0
ASV_131845,0,6.37E-05,0,0,0,0,0
ASV_168376,0,3.19E-05,0,0,0,3.19E-05,0
ASV_122736,0,3.19E-05,3.19E-05,0,0,0,0
ASV_89391,0,9.56E-05,0,0,0,0,0
ASV_178121,0,6.37E-05,0,0,0,0,0
ASV_31795,0,9.56E-05,0,0,0,0,0
ASV_128431,0,6.37E-05,0,0,0,0,0
ASV_15846,0,6.37E-05,0,0,0,0,0
ASV_34869,0,6.37E-05,0,0,0,0,0
ASV_27551,0,3.19E-05,0,3.19E-05,0,0,0
ASV_201578,0,0,0,0,0,0,0
ASV_163033,0,3.19E-05,0,0,0,0,0
ASV_36219,0,0,0,3.19E-05,0,0,0
ASV_118085,0,3.19E-05,0,0,0,0,0
ASV_29672,0,3.19E-05,0,0,0,0,0
ASV_185278,0,0,0,0,0,0,0
ASV_32673,0,0,0,0,0,0,0
ASV_142359,0,3.19E-05,0,0,0,0,0
ASV_88317,0,3.19E-05,0,0,0,0,0
ASV_8222,0,3.19E-05,0,0,0,0,0
ASV_155846,0,0,0,0,3.19E-05,0,0
ASV_123713,0,9.56E-05,0,0,0,0,0
ASV_64492,0,6.37E-05,0,0,0,0,0
ASV_187314,0,3.19E-05,0,0,0,0,0
ASV_202381,0,6.37E-05,0,0,0,0,0
ASV_69116,0,0,0,0,0,0,0
ASV_100485,0,0,0,0,0,0,0
ASV_110857,0,6.37E-05,0,0,0,0,0
ASV_235314,0,3.19E-05,0,0,0,0,0
ASV_40559,0,6.37E-05,0,0,0,0,0
ASV_80385,0,6.37E-05,0,0,0,0,0
ASV_95118,0,9.56E-05,0,0,0,0,0
ASV_249363,0,3.19E-05,0,0,0,0,0
ASV_92213,0,6.37E-05,0,0,0,0,0
ASV_53887,0,3.19E-05,0,0,0,0,0
ASV_131620,0,3.19E-05,0,0,0,0,0
ASV_10588,0,0,0,0,0,0,3.19E-05
ASV_214676,0,9.56E-05,0,0,0,0,0
ASV_248805,0,6.37E-05,0,0,0,0,0
ASV_205181,0,9.56E-05,0,0,0,0,0
ASV_149951,0,3.19E-05,0,0,0,0,0
ASV_202235,0,6.37E-05,0,0,0,0,0
ASV_36838,0,6.37E-05,0,0,0,0,0
ASV_245517,0,3.19E-05,0,0,0,0,0
ASV_99265,0,3.19E-05,0,0,0,0,0
ASV_222768,0,0,0,0,0,0,0
ASV_242922,0,0,3.19E-05,0,0,0,0
ASV_163814,0,0,0,0,0,0,0
ASV_32862,0,6.37E-05,0,0,0,0,0
ASV_29910,0,3.19E-05,0,0,0,0,0
ASV_90377,0,3.19E-05,0,0,3.19E-05,0,3.19E-05
ASV_105232,0,6.37E-05,0,0,0,0,0
ASV_7339,0,0.000127458,0,0,0,0,0
ASV_115294,0,3.19E-05,0,0,0,0,0
ASV_174819,0,0,0,0,3.19E-05,0,0
ASV_83933,0,6.37E-05,0,0,0,0,3.19E-05
ASV_23510,0,3.19E-05,0,0,0,0,0
ASV_51670,0,0,0,0,0,0,6.37E-05
ASV_42664,0,6.37E-05,0,0,0,0,0
ASV_93510,0,3.19E-05,0,0,0,0,0
ASV_134533,0,3.19E-05,0,0,0,0,0
ASV_62413,0,9.56E-05,0,0,0,0,0
ASV_212911,0,3.19E-05,0,0,0,0,0
ASV_107206,0,3.19E-05,0,0,0,0,0
ASV_235873,0,3.19E-05,0,0,0,0,0
ASV_36269,0,3.19E-05,0,0,0,0,0
ASV_190345,0,6.37E-05,0,0,0,0,0
ASV_111339,0,3.19E-05,0,0,0,0,0
ASV_121776,0,0,0,0,0,0,0
ASV_151095,0,6.37E-05,0,0,0,0,0
ASV_99538,0,3.19E-05,0,0,0,0,0
ASV_167501,0,3.19E-05,0,3.19E-05,0,0,0
ASV_10578,0,3.19E-05,0,0,0,0,0
ASV_190758,0,3.19E-05,0,3.19E-05,0,0,0
ASV_86502,0,3.19E-05,0,0,0,0,0
ASV_95953,0,0,3.19E-05,0,0,0,0
ASV_68907,0,3.19E-05,0,0,0,0,3.19E-05
ASV_7637,0,3.19E-05,0,3.19E-05,0,6.37E-05,0
ASV_179104,0,3.19E-05,0,0,0,0,0
ASV_170437,0,9.56E-05,0,0,0,0,0
ASV_104564,0,3.19E-05,0,0,0,0,0
ASV_228275,0,0,0,0,0,0,0
ASV_78727,0,0,0,0,0,0,0
ASV_58433,0,3.19E-05,0,0,0,0,0
ASV_90951,0,6.37E-05,0,0,0,0,0
ASV_35873,0,0,0,0,0,0,0
ASV_149908,0,3.19E-05,0,3.19E-05,0,0,0
ASV_80738,0,3.19E-05,0,0,0,3.19E-05,0
ASV_251424,0,9.56E-05,0,0,0,0,0
ASV_57871,0,6.37E-05,0,0,0,0,0
ASV_206038,0,9.56E-05,0,0,0,0,0
ASV_6765,0,6.37E-05,0,0,0,0,0
ASV_251724,0,3.19E-05,0,0,0,0,0
ASV_133922,0,3.19E-05,0,0,0,0,3.19E-05
ASV_91706,0,0,3.19E-05,0,0,0,3.19E-05
ASV_104624,0,6.37E-05,0,0,0,0,0
ASV_25480,0,0,0.000127458,0,0,0,0
ASV_169771,0,0,3.19E-05,0,0,0,3.19E-05
ASV_82143,0,0,0.000127458,0,0,0,0
ASV_43832,0,0,3.19E-05,9.56E-05,0,0,0
ASV_200422,0,0,3.19E-05,0,3.19E-05,0,0
ASV_219928,0,0,6.37E-05,0,0,0,0
ASV_13610,0,0,3.19E-05,0,0,0,0
ASV_248377,0,0,9.56E-05,0,0,0,0
ASV_54585,0,0,0,0,0,0,0
ASV_231032,0,0,9.56E-05,0,0,0,0
ASV_204564,0,0,0.000127458,0,0,0,0
ASV_49101,0,0,0.000127458,0,0,0,0
ASV_111874,0,0,9.56E-05,0,0,0,0
ASV_229071,0,0,0,0,0,0,0
ASV_41758,0,0,9.56E-05,0,0,0,0
ASV_178608,0,0,3.19E-05,0,0,0,0
ASV_25522,0,0,0.000127458,0,0,0,0
ASV_207876,0,0,0.000127458,0,0,0,0
ASV_146584,0,0,0.000127458,0,0,0,0
ASV_49776,0,0,6.37E-05,0,0,0,0
ASV_189937,0,0,6.37E-05,0,3.19E-05,0,0
ASV_16268,0,0,9.56E-05,0,3.19E-05,0,0
ASV_32916,0,0,3.19E-05,0,0,0,0
ASV_217157,0,0,3.19E-05,0,0,0,0
ASV_25406,0,0,9.56E-05,0,0,0,0
ASV_172187,0,0,3.19E-05,0,0,0,0
ASV_15658,0,0,0.000127458,0,0,0,0
ASV_102292,0,0,0.000127458,0,0,0,0
ASV_207144,0,0,0.000127458,0,0,0,0
ASV_195924,0,0,3.19E-05,0,0,0,0
ASV_209872,0,0,9.56E-05,0,0,0,0
ASV_42477,0,0,6.37E-05,0,0,0,0
ASV_40773,0,0,3.19E-05,3.19E-05,0,0,0
ASV_346,0,0,3.19E-05,0,0,0,0
ASV_61039,0,0,3.19E-05,0,0,0,0
ASV_7985,0,0,0.000127458,0,0,0,0
ASV_176729,0,0,9.56E-05,0,0,0,0
ASV_153350,0,0,0.000127458,0,0,0,0
ASV_235009,0,0,0,0,0,0,0
ASV_199038,0,0,3.19E-05,0,0,0,0
ASV_63466,0,0,3.19E-05,0,0,0,0
ASV_154914,0,0,3.19E-05,0,0,3.19E-05,0
ASV_76780,0,0,3.19E-05,0,6.37E-05,0,0
ASV_59446,0,0,6.37E-05,0,0,0,0
ASV_220423,0,0,3.19E-05,0,0,0,0
ASV_234877,0,0,6.37E-05,0,0,0,0
ASV_228466,0,0,0,0,0,0,0
ASV_184392,0,0,3.19E-05,0,0,3.19E-05,0
ASV_162819,0,0,0,0,0,0,0
ASV_238041,0,0,3.19E-05,0,0,0,0
ASV_207210,0,0,3.19E-05,6.37E-05,0,0,0
ASV_238296,0,0,6.37E-05,0,0,0,0
ASV_15210,0,0,3.19E-05,0,0,0,0
ASV_23346,0,0,3.19E-05,0,0,0,0
ASV_63222,0,0,0,0,0,0,0
ASV_216823,0,0,3.19E-05,0,0,0,0
ASV_123718,0,0,0,0,0,0,3.19E-05
ASV_121407,0,0,3.19E-05,0,0,0,0
ASV_120598,0,0,3.19E-05,0,0,0,0
ASV_24545,0,3.19E-05,3.19E-05,0,3.19E-05,0,0
ASV_155101,0,0,3.19E-05,0,0,0,0
ASV_242598,0,0,6.37E-05,0,0,0,0
ASV_127938,0,0,3.19E-05,0,0,0,0
ASV_114270,0,0,3.19E-05,0,0,0,0
ASV_150815,0,0,3.19E-05,0,0,0,0
ASV_139210,0,0,3.19E-05,0,3.19E-05,0,0
ASV_84749,0,0,3.19E-05,0,0,0,0
ASV_227669,0,0,0,0,0,0,0
ASV_31682,0,0,3.19E-05,0,0,0,0
ASV_41313,0,0,3.19E-05,0,0,0,0
ASV_180721,0,0,6.37E-05,0,0,0,0
ASV_236167,0,0,6.37E-05,0,0,0,3.19E-05
ASV_64226,0,0,3.19E-05,0,0,0,3.19E-05
ASV_34106,0,0,9.56E-05,0,0,0,0
ASV_206859,0,0,3.19E-05,0,0,0,0
ASV_186551,0,0,0.000127458,0,0,0,0
ASV_187805,0,0,9.56E-05,0,0,0,0
ASV_127778,0,0,3.19E-05,0,0,0,0
ASV_148372,0,0,9.56E-05,0,0,0,0
ASV_181769,0,0,0.000127458,0,0,0,0
ASV_110025,0,0,3.19E-05,0,0,0,0
ASV_233419,0,0,6.37E-05,0,0,0,0
ASV_72407,0,0,3.19E-05,0,0,0,0
ASV_194538,0,0,3.19E-05,0,0,0,0
ASV_44141,0,0,3.19E-05,0,3.19E-05,0,0
ASV_69020,0,0,0,0,0,0,0
ASV_207342,0,0,0,0,0,0,0
ASV_191959,0,0,3.19E-05,0,0,0,0
ASV_168047,0,0,6.37E-05,0,0,0,0
ASV_246351,0,0,3.19E-05,0,0,0,0
ASV_26925,0,0,3.19E-05,0,0,0,0
ASV_225556,0,0,3.19E-05,0,0,0,0
ASV_15681,0,0,3.19E-05,0,0,0,3.19E-05
ASV_36556,0,0,0.000127458,0,0,0,0
ASV_172410,0,0,9.56E-05,0,0,0,0
ASV_143579,0,0,3.19E-05,0,0,0,0
ASV_198472,0,0,3.19E-05,0,0,0,0
ASV_138734,0,0,0.000127458,0,0,0,0
ASV_238898,0,0,6.37E-05,0,0,0,0
ASV_88825,0,0,6.37E-05,0,0,0,0
ASV_63119,0,0,9.56E-05,0,0,0,0
ASV_87954,0,0,6.37E-05,0,0,0,0
ASV_30954,0,0,3.19E-05,6.37E-05,0,0,0
ASV_208724,0,0,3.19E-05,0,0,0,0
ASV_226187,0,0,3.19E-05,0,0,0,0
ASV_100292,0,0,3.19E-05,0,0,0,0
ASV_127323,0,0,6.37E-05,0,0,0,0
ASV_221197,0,0,6.37E-05,0,0,0,0
ASV_42572,0,0,9.56E-05,0,0,0,0
ASV_131904,0,0,9.56E-05,0,0,0,0
ASV_56893,0,0,3.19E-05,0,0,0,0
ASV_64837,0,0,3.19E-05,0,3.19E-05,0,0
ASV_77537,0,0,0.000127458,0,0,0,0
ASV_42495,0,0,3.19E-05,0,0,0,0
ASV_19657,0,0,9.56E-05,0,0,0,0
ASV_43404,0,0,6.37E-05,0,0,0,0
ASV_146955,0,0,9.56E-05,0,0,0,0
ASV_150753,0,0,3.19E-05,0,0,0,0
ASV_99424,0,0,3.19E-05,0,0,6.37E-05,0
ASV_40698,0,0,3.19E-05,0,0,0,0
ASV_133218,0,0,3.19E-05,0,0,0,0
ASV_203664,0,0,3.19E-05,0,3.19E-05,0,0
ASV_123615,0,0,9.56E-05,0,0,0,0
ASV_163308,0,0,0,0,0,0,0
ASV_134768,0,0,6.37E-05,0,0,0,0
ASV_143948,0,0,3.19E-05,0,0,0,0
ASV_67845,0,0,3.19E-05,0,0,0,0
ASV_166822,0,0,0.000127458,0,0,0,0
ASV_45434,0,0,3.19E-05,0,0,3.19E-05,0
ASV_190531,0,0,0,0,0,0,0
ASV_94112,0,0,3.19E-05,6.37E-05,0,0,0
ASV_53388,0,0,3.19E-05,0,0,0,0
ASV_120673,0,0,3.19E-05,0,0,3.19E-05,0
ASV_32864,0,0,0,0,0,0,0
ASV_10586,0,0,3.19E-05,0,0,0,0
ASV_3937,0,0,6.37E-05,0,0,0,0
ASV_14841,0,0,3.19E-05,0,0,0,0
ASV_104533,0,0,3.19E-05,0,0,0,0
ASV_12716,0,0,3.19E-05,0,0,0,0
ASV_53539,0,0,3.19E-05,0,0,0,0
ASV_74645,0,0,0.000127458,0,0,0,0
ASV_216839,0,0,3.19E-05,0,0,0,0
ASV_96367,0,0,9.56E-05,0,0,0,0
ASV_118411,0,0,3.19E-05,0,0,0,0
ASV_23706,0,0,0.000127458,0,0,0,0
ASV_45910,0,0,9.56E-05,0,0,0,0
ASV_122279,0,0,9.56E-05,0,0,0,0
ASV_226965,0,0,3.19E-05,3.19E-05,0,3.19E-05,3.19E-05
ASV_46934,0,0,3.19E-05,0,0,0,0
ASV_195323,0,0,3.19E-05,0,0,0,0
ASV_49065,0,0,3.19E-05,0,0,0,0
ASV_75375,0,0,0,0,0,0,0
ASV_219900,0,0,3.19E-05,0,3.19E-05,0,0
ASV_153236,0,0,3.19E-05,0,0,0,0
ASV_109269,0,0,0,0,0,0,0
ASV_215244,0,0,3.19E-05,3.19E-05,0,0,0
ASV_106381,0,0,9.56E-05,0,0,0,0
ASV_156358,0,0,3.19E-05,0,0,0,0
ASV_188528,0,0,3.19E-05,0,0,0,0
ASV_145815,0,0,3.19E-05,0,0,0,0
ASV_46005,0,0,3.19E-05,0,0,0,0
ASV_150594,0,0,3.19E-05,0,0,0,3.19E-05
ASV_228742,0,0,3.19E-05,0,0,0,0
ASV_207109,0,0,9.56E-05,0,0,0,0
ASV_29119,0,0,0.000127458,0,0,0,0
ASV_123213,0,0,6.37E-05,0,0,0,0
ASV_191470,0,0,6.37E-05,0,0,0,0
ASV_251620,0,0,0.000127458,0,0,0,0
ASV_4797,0,0,6.37E-05,0,0,0,0
ASV_213015,0,0,0,0,0,0,0
ASV_163534,0,0,0,3.19E-05,0,0,0
ASV_181763,0,0,0,9.56E-05,0,0,0
ASV_104598,0,0,0,0,0,0,0
ASV_72551,0,0,0,3.19E-05,0,0,0
ASV_116181,0,0,0,3.19E-05,0,0,0
ASV_74528,0,0,0,3.19E-05,0,0,0
ASV_96539,0,0,0,3.19E-05,0,0,0
ASV_127484,0,0,0,3.19E-05,0,0,0
ASV_94101,0,0,0,3.19E-05,0,0,0
ASV_54803,0,0,0,6.37E-05,0,0,0
ASV_69364,0,0,0,3.19E-05,0,0,0
ASV_184859,0,0,0,3.19E-05,0,0,0
ASV_90684,0,0,0,3.19E-05,0,0,0
ASV_201266,0,0,0,6.37E-05,0,0,0
ASV_22098,0,0,0,0,0,0,0
ASV_149626,0,0,0,9.56E-05,0,0,0
ASV_60073,0,0,0,9.56E-05,0,0,0
ASV_234245,0,0,0,0.000127458,0,0,0
ASV_230505,0,0,0,3.19E-05,0,0,0
ASV_138777,0,0,0,3.19E-05,0,3.19E-05,0
ASV_58280,0,0,0,3.19E-05,0,0,0
ASV_179332,0,0,0,3.19E-05,0,3.19E-05,0
ASV_100629,0,0,0,6.37E-05,0,0,0
ASV_44755,0,0,0,0,0,0,0
ASV_28319,0,0,0,6.37E-05,0,0,0
ASV_51495,0,0,0,3.19E-05,0,0,0
ASV_141220,0,0,0,0.000127458,0,0,0
ASV_36477,0,0,0,0,0,0,0
ASV_198529,0,0,0,9.56E-05,0,0,0
ASV_189262,0,0,0,3.19E-05,0,0,0
ASV_103663,0,0,0,3.19E-05,0,0,0
ASV_148626,0,0,0,3.19E-05,0,0,0
ASV_63654,0,0,0,6.37E-05,0,0,0
ASV_218229,0,0,0,0.000127458,0,0,0
ASV_158145,0,0,0,6.37E-05,0,0,0
ASV_177259,0,0,0,0,0,0,0
ASV_190472,0,0,0,3.19E-05,0,0,0
ASV_91924,0,0,0,6.37E-05,0,0,0
ASV_174259,0,0,0,0,0,0,0
ASV_172579,0,0,0,9.56E-05,0,0,0
ASV_41162,0,0,0,6.37E-05,0,0,0
ASV_83792,0,0,0,9.56E-05,0,0,0
ASV_150713,0,0,0,3.19E-05,0,0,0
ASV_226516,0,0,0,6.37E-05,0,0,0
ASV_154498,0,0,0,0,0,0,0
ASV_151273,0,0,0,0,0,0,0
ASV_85906,0,0,0,3.19E-05,0,0,0
ASV_170742,0,0,0,3.19E-05,0,0,0
ASV_12594,0,0,0,3.19E-05,0,0,0
ASV_91004,0,0,0,3.19E-05,0,0,0
ASV_37787,0,0,0,0,0,0,0
ASV_64358,0,0,0,0,0,0,0
ASV_75038,0,0,0,0,0,0,0
ASV_192319,0,0,0,0,0,0,0
ASV_249642,0,0,0,3.19E-05,0,0,0
ASV_108785,0,0,0,6.37E-05,0,0,0
ASV_155669,0,0,0,6.37E-05,0,0,0
ASV_89440,0,0,0,0.000127458,0,0,0
ASV_39514,0,0,0,3.19E-05,0,0,0
ASV_71404,0,0,0,0,0,0,0
ASV_101834,0,0,0,0.000127458,0,0,0
ASV_237445,0,0,0,3.19E-05,0,0,0
ASV_14133,0,0,0,0,0,3.19E-05,0
ASV_141750,0,0,0,0,0,0,0
ASV_98631,0,0,0,3.19E-05,0,0,0
ASV_235202,0,0,0,3.19E-05,0,0,0
ASV_124673,0,0,0,3.19E-05,0,0,0
ASV_217821,0,0,0,3.19E-05,0,0,0
ASV_157032,0,0,0,6.37E-05,0,0,0
ASV_56694,0,0,0,3.19E-05,0,0,0
ASV_215354,0,0,0,0,0,0,0
ASV_130458,0,0,0,3.19E-05,0,0,0
ASV_125894,0,0,0,6.37E-05,0,0,0
ASV_150515,0,0,0,3.19E-05,0,0,0
ASV_162811,0,0,0,9.56E-05,0,0,0
ASV_9566,0,0,0,3.19E-05,0,0,0
ASV_22226,0,0,0,3.19E-05,0,0,0
ASV_149574,0,0,0,3.19E-05,0,0,0
ASV_148433,0,0,0,3.19E-05,0,0,0
ASV_51779,0,0,0,3.19E-05,0,0,0
ASV_207283,0,0,0,3.19E-05,0,0,3.19E-05
ASV_207166,0,0,0,3.19E-05,0,0,0
ASV_40212,0,0,0,3.19E-05,0,0,0
ASV_136676,0,0,0,6.37E-05,0,0,0
ASV_211043,0,0,0,3.19E-05,0,0,0
ASV_152616,0,0,0,9.56E-05,0,0,0
ASV_162443,0,0,0,6.37E-05,0,0,0
ASV_94473,0,0,0,6.37E-05,0,0,0
ASV_244352,0,0,0,3.19E-05,0,6.37E-05,0
ASV_50219,0,0,0,6.37E-05,0,0,0
ASV_139402,0,0,0,3.19E-05,0,0,0
ASV_172216,0,0,0,0,0,0,0
ASV_57285,0,0,0,3.19E-05,0,0,0
ASV_148603,0,0,0,6.37E-05,0,0,0
ASV_199013,0,3.19E-05,0,0,0,0,0
ASV_40500,0,0,0,9.56E-05,0,0,0
ASV_201833,0,0,0,9.56E-05,0,0,0
ASV_39836,0,0,0,9.56E-05,0,0,0
ASV_192188,0,0,0,0,0,0,0
ASV_21300,0,0,0,0,0,0,0
ASV_163830,0,0,0,6.37E-05,0,0,0
ASV_19898,0,0,0,3.19E-05,0,0,0
ASV_187861,0,0,0,3.19E-05,0,0,0
ASV_210889,0,0,0,3.19E-05,0,0,0
ASV_179714,0,0,0,6.37E-05,0,0,3.19E-05
ASV_33979,0,0,0,3.19E-05,0,0,0
ASV_129823,0,0,0,3.19E-05,0,0,0
ASV_33434,0,0,0,3.19E-05,3.19E-05,0,0
ASV_156846,0,0,0,0,0,0,0
ASV_99907,0,0,0,3.19E-05,0,3.19E-05,0
ASV_140601,0,0,0,3.19E-05,0,0,0
ASV_47277,0,0,0,3.19E-05,0,0,0
ASV_224915,0,0,0,3.19E-05,0,0,0
ASV_210135,0,0,0,3.19E-05,0,0,3.19E-05
ASV_73466,0,0,0,3.19E-05,0,0,0
ASV_110572,0,0,0,3.19E-05,0,0,0
ASV_44709,0,0,0,6.37E-05,0,0,0
ASV_86484,0,0,0,3.19E-05,0,0,0
ASV_140846,0,0,0,6.37E-05,0,0,0
ASV_59899,0,0,0,0,0,0,0
ASV_23306,0,0,0,0,0,0,0
ASV_155489,0,0,0,6.37E-05,0,0,3.19E-05
ASV_60540,0,0,0,6.37E-05,0,0,0
ASV_143859,0,0,0,0,0,0,0
ASV_206079,0,3.19E-05,0,3.19E-05,0,0,0
ASV_13730,0,0,0,3.19E-05,0,0,0
ASV_35891,0,0,0,3.19E-05,0,0,3.19E-05
ASV_127537,0,0,0,0,0,0,0
ASV_185273,0,0,0,0,0,0,0
ASV_242620,0,0,0,3.19E-05,0,0,0
ASV_1139,0,0,0,3.19E-05,0,0,0
ASV_209114,0,0,0,3.19E-05,0,0,0
ASV_91057,0,0,0,0,0,0,3.19E-05
ASV_35652,0,0,0,6.37E-05,0,0,0
ASV_31123,0,0,0,0.000127458,0,0,0
ASV_213415,0,0,0,3.19E-05,0,0,0
ASV_145090,0,0,0,0,0,0,0
ASV_218598,0,0,0,0,0,0,0
ASV_13421,0,0,0,0,0,6.37E-05,0
ASV_107742,0,0,0,3.19E-05,3.19E-05,0,0
ASV_74186,0,0,0,3.19E-05,0,0,0
ASV_237645,0,0,0,3.19E-05,0,0,0
ASV_173242,0,0,0,0,0,0,0
ASV_124875,0,0,0,3.19E-05,0,0,0
ASV_248623,0,0,0,3.19E-05,0,0,0
ASV_5424,0,0,0,3.19E-05,0,0,0
ASV_154022,0,0,0,6.37E-05,3.19E-05,0,0
ASV_219565,0,0,0,0,9.56E-05,0,0
ASV_214835,0,0,0,0,9.56E-05,0,0
ASV_169150,0,0,0,0,9.56E-05,0,0
ASV_167727,0,0,0,0,6.37E-05,0,0
ASV_89215,0,0,0,0,0,0,0
ASV_199424,0,0,0,0,3.19E-05,0,0
ASV_193734,0,0,0,0,3.19E-05,0,0
ASV_2214,0,0,0,0,9.56E-05,0,0
ASV_36723,0,0,0,0,0.000127458,0,0
ASV_155107,0,0,0,0,0.000127458,0,0
ASV_67390,0,0,0,0,6.37E-05,0,0
ASV_52909,0,0,0,0,9.56E-05,0,0
ASV_55748,0,0,0,0,6.37E-05,0,0
ASV_140059,0,0,0,0,9.56E-05,0,0
ASV_193009,0,0,0,0,0,0,0
ASV_54927,0,0,0,0,6.37E-05,0,0
ASV_217190,0,0,0,0,0,0,0
ASV_85193,0,0,0,0,3.19E-05,0,0
ASV_228562,0,0,0,0,3.19E-05,0,3.19E-05
ASV_85691,0,0,0,0,3.19E-05,0,0
ASV_68933,0,0,0,0,0,0,0
ASV_129696,0,0,0,0,9.56E-05,0,0
ASV_171083,0,0,0,0,3.19E-05,0,0
ASV_89024,0,0,0,0,9.56E-05,0,0
ASV_74868,0,0,0,0,0.000127458,0,0
ASV_10220,0,0,0,0,3.19E-05,0,0
ASV_160515,0,0,0,0,3.19E-05,0,0
ASV_12312,0,0,0,0,0,0,0
ASV_114311,0,0,0,0,9.56E-05,0,0
ASV_169367,0,0,0,0,6.37E-05,0,0
ASV_4073,0,0,0,0,6.37E-05,0,0
ASV_46488,0,0,0,0,6.37E-05,0,0
ASV_47649,0,0,0,0,3.19E-05,0,0
ASV_197215,0,0,0,0,9.56E-05,0,0
ASV_205785,0,0,0,0,3.19E-05,0,0
ASV_16150,0,0,0,0,0.000127458,0,0
ASV_69203,0,0,0,0,6.37E-05,0,0
ASV_142733,0,0,0,0,0,0,0
ASV_142876,0,0,0,0,6.37E-05,0,0
ASV_218747,0,0,0,0,9.56E-05,0,0
ASV_69742,0,0,0,0,6.37E-05,0,0
ASV_218312,0,0,0,0,0.000127458,0,0
ASV_134933,0,0,0,0,9.56E-05,0,0
ASV_16982,0,0,0,0,6.37E-05,0,0
ASV_241643,0,0,0,0,9.56E-05,0,0
ASV_11541,0,0,0,0,6.37E-05,0,0
ASV_166180,0,0,0,0,6.37E-05,0,0
ASV_207991,0,0,0,0,3.19E-05,0,0
ASV_93067,0,0,0,0,3.19E-05,0,0
ASV_97037,0,0,0,0,6.37E-05,0,0
ASV_183001,0,0,0,0,0.000127458,0,0
ASV_230325,0,0,0,0,9.56E-05,0,0
ASV_158440,0,0,0,0,9.56E-05,0,0
ASV_33480,0,0,0,0,3.19E-05,0,0
ASV_107175,0,0,0,0,6.37E-05,0,0
ASV_9085,0,0,0,0,3.19E-05,0,0
ASV_67710,0,0,0,0,3.19E-05,3.19E-05,0
ASV_130205,0,0,0,0,3.19E-05,0,0
ASV_177290,0,0,0,0,9.56E-05,0,0
ASV_215373,0,0,0,0,9.56E-05,0,0
ASV_117066,0,0,0,0,9.56E-05,0,0
ASV_192852,0,0,0,0,6.37E-05,0,0
ASV_85066,0,0,0,0,6.37E-05,0,0
ASV_26399,0,0,0,0,9.56E-05,0,0
ASV_170220,0,0,0,0,9.56E-05,0,0
ASV_150542,0,0,0,0,3.19E-05,0,0
ASV_203055,0,0,0,0,6.37E-05,0,0
ASV_39927,0,0,0,0,0.000127458,0,0
ASV_113869,0,0,0,0,0.000127458,0,0
ASV_116045,0,0,0,0,6.37E-05,0,0
ASV_240841,0,0,0,0,3.19E-05,0,0
ASV_229621,0,0,0,0,3.19E-05,0,0
ASV_159441,0,0,0,0,3.19E-05,0,0
ASV_248258,0,0,0,0,3.19E-05,0,0
ASV_112318,0,0,0,0,6.37E-05,0,0
ASV_249041,0,0,0,0,3.19E-05,0,0
ASV_176517,0,0,0,0,3.19E-05,0,0
ASV_66915,0,0,0,0,3.19E-05,0,0
ASV_108656,0,0,0,0,3.19E-05,6.37E-05,0
ASV_246167,0,0,0,0,0,0,0
ASV_139770,0,0,0,0,3.19E-05,0,0
ASV_124931,0,0,0,0,3.19E-05,0,0
ASV_86156,0,0,0,0,0,0,0
ASV_140286,0,0,0,0,9.56E-05,0,0
ASV_195479,0,0,0,0,0.000127458,0,0
ASV_25505,0,0,0,0,3.19E-05,0,0
ASV_74726,0,0,0,0,9.56E-05,0,0
ASV_13036,0,0,0,0,3.19E-05,0,0
ASV_82883,0,0,0,0,0.000127458,0,0
ASV_224202,0,0,0,0,0.000127458,0,0
ASV_188097,0,0,0,0,9.56E-05,0,0
ASV_111949,0,0,0,0,9.56E-05,0,0
